house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
618,south_africa,3.2154288806117233,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
619,south_africa,3.2860659181370995,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
620,south_africa,2.73426178718156,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
621,south_africa,2.595906933407663,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
622,south_africa,1.860149979700935,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
623,south_africa,2.145204722287559,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
624,south_africa,3.2475366249414392,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
625,south_africa,2.2938952118552125,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
626,south_africa,2.303680429174745,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
627,south_africa,2.718850069903296,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
628,south_africa,1.7335771934472068,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
629,south_africa,2.2993993965974497,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
630,south_africa,2.595906933407663,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
631,south_africa,2.2993993965974497,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
632,south_africa,1.447028004286847,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
633,south_africa,0.8164103170689855,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
634,south_africa,2.0374389299652975,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
635,south_africa,1.8513830908500852,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
636,south_africa,3.40173129925133,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
637,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
638,south_africa,1.6621959221284455,2,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
639,south_africa,2.501724216707161,5,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
640,south_africa,2.739399026274315,1,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
641,south_africa,2.433772027353748,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
642,south_africa,1.369969417895527,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
643,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
644,south_africa,2.5723612542325376,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
645,south_africa,2.688026635346768,3,1,1,hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
646,south_africa,3.3760451037875567,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
647,south_africa,3.40173129925133,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
648,south_africa,2.5108306137450676,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
649,south_africa,2.057987886336316,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
650,south_africa,1.8256968953863117,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
651,south_africa,2.6417914835119762,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
652,south_africa,1.5328354926703813,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
653,south_africa,2.527410412170934,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
654,south_africa,1.372329511737507,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
655,south_africa,3.40173129925133,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
656,south_africa,2.608138455057079,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
657,south_africa,1.8449615419841419,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
658,south_africa,3.410293364405921,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
659,south_africa,1.864226188581972,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
660,south_africa,2.73426178718156,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
661,south_africa,-1.16661870682432,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
662,south_africa,-1.2250148043851128,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
663,south_africa,-3.388352507877222,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
664,south_africa,-1.0318436821667598,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
665,south_africa,-0.5168138745358786,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
667,south_africa,-0.8127453334783457,8,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
668,south_africa,0.6764266659076563,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
669,south_africa,-0.9739722408460196,3,0,1,non-hh,international,NA,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
670,south_africa,0.27646391876111065,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
671,south_africa,-0.6966172427822921,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
672,south_africa,1.8741845362318255,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
673,south_africa,1.447028004286847,7,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
674,south_africa,-0.5371901791635493,6,1,NA,hh,national,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
675,south_africa,-0.4312278293140609,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
676,south_africa,-0.275857582569926,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
677,south_africa,-0.9933143889710999,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
678,south_africa,-1.573885186785912,8,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
679,south_africa,-0.12297800928279068,1,1,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
680,south_africa,-1.6650772947985433,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
682,south_africa,0.07095888058493383,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
683,south_africa,-2.785776578731393,3,2,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
684,south_africa,0.12233127151248058,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
685,south_africa,-1.10890226855808,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
686,south_africa,0.5223249675910061,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
687,south_africa,-1.2651145476519978,7,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
688,south_africa,-1.9138852234378485,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
690,south_africa,-1.215245908921702,1,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
691,south_africa,0.44976823661433063,7,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
692,south_africa,-1.0229890691653072,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
694,south_africa,2.000527748120268,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
695,south_africa,-0.49413741961808033,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
696,south_africa,0.3041785226621879,1,2,1,hh,international,NA,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
696,south_africa,0.3041785226621879,1,2,1,hh,international,NA,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
697,south_africa,0.9076024250816166,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
698,south_africa,1.2607255856472401,2,2,1,hh,international,NA,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
698,south_africa,1.2607255856472401,2,2,1,hh,international,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
699,south_africa,0.5081759715037051,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
700,south_africa,2.5723612542325376,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
701,south_africa,1.6732042916129195,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
702,south_africa,-1.0125015340416796,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
703,south_africa,-0.7671767787804186,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
704,south_africa,-3.580998973855522,2,1,1,hh,national,NA,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
705,south_africa,-1.9524145166335087,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
706,south_africa,-1.0895601204329997,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
707,south_africa,-0.5168138745358786,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
708,south_africa,-2.0010417187308907,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
709,south_africa,-0.438933687953193,1,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
710,south_africa,-3.375509410145335,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
711,south_africa,-2.2065312824410777,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
712,south_africa,0.4314008553353621,7,2,NA,hh,international,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
712,south_africa,0.4314008553353621,7,2,NA,hh,international,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
713,south_africa,-2.6416106475037457,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
714,south_africa,-0.8583843612590395,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
715,south_africa,0.44976823661433063,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
716,south_africa,1.8741845362318255,1,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
717,south_africa,-0.304825260432498,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
718,south_africa,0.5575044795279581,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
719,south_africa,0.003945378701416646,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
720,south_africa,1.7200673634491854,5,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
721,south_africa,-0.7640832316242798,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
722,south_africa,1.2435668490139642,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
723,south_africa,0.7341431041738959,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
724,south_africa,0.0054529680360762,1,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
725,south_africa,1.585137335737125,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
726,south_africa,0.003945378701416646,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
727,south_africa,0.5575044795279581,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
728,south_africa,0.9846764859389265,3,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
729,south_africa,1.447028004286847,6,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
730,south_africa,0.24927013396267775,4,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
731,south_africa,-1.7212387574595482,2,0,NA,NA,NA,NA,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
